Epoch,Train Loss,Train MSE,Train MAE,Train R2,Total Params,Trainable Params,Non-trainable Params,Val Loss,Val MSE,Val MAE,Val R2
1,0.19728476743901444,0.19728482,0.22835034,-5.466204643249512,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
2,0.03176938456909679,0.0317694,0.13738933,-0.10882684588432312,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
3,0.031911671631664876,0.031911682,0.13702151,-0.10649833083152771,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
4,0.031078585606312083,0.0310786,0.13531037,-0.0854141116142273,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
5,0.0313034854376706,0.0313035,0.13558218,-0.08185872435569763,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
6,0.03083951351728952,0.030839529,0.13435906,-0.06677162647247314,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
7,0.030632141629390628,0.030632146,0.13453443,-0.061914682388305664,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
8,0.03081947223883923,0.030819476,0.13490668,-0.06683677434921265,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
9,0.030551871598184666,0.030551868,0.13436365,-0.057326436042785645,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
10,0.030967148891258463,0.030967152,0.13540715,-0.06495490670204163,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
11,0.03060916012205253,0.030609151,0.13458762,-0.0554368793964386,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
12,0.030529183762095798,0.030529182,0.13379677,-0.05484840273857117,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
13,0.03023942549512765,0.030239426,0.13307427,-0.04508897662162781,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
14,0.030314352032597934,0.030314358,0.13331461,-0.04851701855659485,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
15,0.030386185987251943,0.030386178,0.13411084,-0.050849586725234985,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
16,0.030735398146593682,0.03073539,0.13412741,-0.05806955695152283,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
17,0.030804084022050707,0.030804083,0.13416865,-0.06339707970619202,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
18,0.03041866362512669,0.030418653,0.13318652,-0.05000948905944824,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
19,0.030353691533347157,0.030353693,0.13369751,-0.052277326583862305,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
20,0.030244162341005333,0.03024418,0.13333593,-0.04599618911743164,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
21,0.03019104105916536,0.030191036,0.13303077,-0.04227682948112488,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
22,0.030226521054717983,0.03022653,0.13270974,-0.048576951026916504,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
23,0.03024005607884621,0.030240063,0.13329184,-0.04039695858955383,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
24,0.03039454329306277,0.030394545,0.13318495,-0.050480425357818604,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
25,0.03003226882107904,0.030032275,0.13288511,-0.039761900901794434,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
26,0.030319770241034365,0.030319758,0.13344997,-0.044061899185180664,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
27,0.030342223279387036,0.030342236,0.13317862,-0.047558337450027466,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
28,0.030235741043759284,0.030235754,0.13320847,-0.04790759086608887,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
29,0.030058783017725587,0.030058777,0.13251622,-0.037437766790390015,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
30,0.030345838325463722,0.030345844,0.13326998,-0.04248631000518799,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
31,0.030223258762298342,0.03022327,0.13321805,-0.04134082794189453,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
32,0.029807819279833375,0.029807823,0.13219292,-0.03135925531387329,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
33,0.029994186275055474,0.029994192,0.13230497,-0.03556224703788757,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
34,0.03007998545523559,0.030079987,0.13268967,-0.03778594732284546,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
35,0.03006352703565749,0.030063517,0.13282983,-0.0394006073474884,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
36,0.02983594906873235,0.029835943,0.13212904,-0.02765721082687378,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
37,0.029836069009153643,0.029836074,0.13233688,-0.030670344829559326,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
38,0.029798332123068448,0.029798351,0.13198468,-0.029602855443954468,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
39,0.02980722671496534,0.029807214,0.13225317,-0.032232969999313354,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
40,0.029786206085548224,0.02978621,0.13209641,-0.028103500604629517,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
41,0.03000326033368289,0.030003268,0.1326989,-0.03563240170478821,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
42,0.029909259369857957,0.02990926,0.13216342,-0.03060966730117798,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
43,0.02986991525601561,0.02986991,0.13212036,-0.03183621168136597,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
44,0.029843011992835553,0.02984301,0.1321873,-0.027898132801055908,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
45,0.029954730376392326,0.029954743,0.13237426,-0.033258646726608276,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
46,0.029743476744706385,0.029743483,0.13224019,-0.02803623676300049,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
47,0.030080302975305888,0.030080317,0.13290666,-0.037062615156173706,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
48,0.029751924258247714,0.029751934,0.13186815,-0.028044700622558594,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
49,0.030090199661589115,0.03009021,0.13235182,-0.040306925773620605,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
50,0.02983594440341553,0.029835943,0.1319974,-0.029816240072250366,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
51,0.02987067060214337,0.02987068,0.1324125,-0.02990323305130005,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
52,0.029802472443781168,0.029802473,0.13198549,-0.026906877756118774,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
53,0.029799669006160486,0.02979968,0.1317875,-0.026125401258468628,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
54,0.029926125273526272,0.029926112,0.13260928,-0.03431296348571777,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
55,0.02988472953438759,0.029884726,0.13215062,-0.033754974603652954,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
56,0.02978308025364564,0.02978308,0.13174886,-0.027460753917694092,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
57,0.029843052379160285,0.029843032,0.1323504,-0.026618272066116333,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
58,0.03015251809330744,0.030152513,0.13306217,-0.03985759615898132,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
59,0.029907796166349795,0.029907785,0.13230917,-0.03138840198516846,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
60,0.029783669719907726,0.029783664,0.13235585,-0.02568921446800232,139586628,139586628,0,0.031908578951569164,0.030825997,0.13851868,-0.016392230987548828
