Epoch,Train Loss,Train MSE,Train MAE,Train R2,Total Params,Trainable Params,Non-trainable Params,Val Loss,Val MSE,Val MAE,Val R2
1,0.12947019826725265,0.12947011,0.28292948,-3.8570353984832764,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
2,0.07350693350640412,0.07350699,0.21337137,-1.5980925559997559,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
3,0.05932128610454987,0.05932128,0.1885559,-1.0297781229019165,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
4,0.05069938749423094,0.050699346,0.17337994,-0.7043188810348511,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
5,0.04362991427846044,0.043629922,0.15954629,-0.447504460811615,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
6,0.037910015017629785,0.037910007,0.14843935,-0.2565639913082123,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
7,0.03475306576518255,0.034753073,0.14255553,-0.16064146161079407,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
8,0.03269564543163108,0.032695636,0.13856019,-0.101806640625,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
9,0.03122764698743263,0.03122766,0.13549253,-0.06223779916763306,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
10,0.030270744672166967,0.030270766,0.1328824,-0.035655707120895386,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
11,0.029406042717327583,0.029406052,0.13127044,-0.008600577712059021,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
12,0.029137288333378107,0.029137272,0.13054569,-0.00045168399810791016,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
13,0.028943734374071394,0.028943736,0.13043453,0.0041982680559158325,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
14,0.02874389877455814,0.028743895,0.129548,0.009589806199073792,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
15,0.028544613934844455,0.028544616,0.12887192,0.018124893307685852,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
16,0.02851393529884169,0.028513934,0.12877508,0.019628316164016724,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
17,0.028222812200400318,0.028222824,0.12832637,0.031049475073814392,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
18,0.028270575200494762,0.028270572,0.12823108,0.028384357690811157,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
19,0.02790585468375237,0.027905855,0.12724431,0.04375971853733063,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
20,0.027892642819853587,0.027892632,0.12720233,0.046620309352874756,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
21,0.027622309243567636,0.027622323,0.12605092,0.05729207396507263,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
22,0.027780655475559635,0.027780663,0.12668028,0.0545661598443985,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
23,0.02731391954644818,0.027313937,0.12588203,0.07015612721443176,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
24,0.027404362196537937,0.02740434,0.12616235,0.0669812262058258,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
25,0.027071368715194898,0.02707138,0.125312,0.07941588759422302,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
26,0.02676634387783358,0.026766354,0.12430159,0.09285430610179901,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
27,0.026817705447428695,0.026817717,0.124862485,0.08142967522144318,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
28,0.026770943827996743,0.026770938,0.124397166,0.07907961308956146,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
29,0.026448096470715842,0.026448091,0.12382681,0.09378689527511597,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
30,0.02618469691304403,0.026184674,0.12310525,0.10191062092781067,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
31,0.026633488466945764,0.026633494,0.12411931,0.08380594849586487,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
32,0.026015186769382977,0.026015176,0.12247098,0.11040130257606506,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
33,0.02585995243427074,0.025859954,0.121839434,0.10669142007827759,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
34,0.025426865006997205,0.025426859,0.12075581,0.12151086330413818,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
35,0.02538182662155862,0.02538183,0.12090894,0.12422913312911987,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
36,0.025995372933831726,0.025995355,0.12198913,0.10263662040233612,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
37,0.02502176331826181,0.025021752,0.11957666,0.13577859103679657,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
38,0.025189961776764035,0.025189962,0.120377034,0.12202468514442444,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
39,0.024760946448648645,0.024760924,0.1187646,0.13807086646556854,6516100,6516100,0,0.02989680298111018,0.029184163,0.134069,0.04739254713058472
